0	0
0	0
0	111
241	180
277	165
259	165
234	200
233	187
190	171
275	148
286	154
285	152
290	151
277	147
279	145
274	144
275	148
276	143
272	152
275	147
270	162
278	160
281	158
281	150
286	149
273	158
280	155
272	162
278	149
280	155
284	147
281	151
285	154
285	160
290	160
277	173
268	179
248	177
255	173
250	172
250	174
250	174
254	165
250	166
