0		0
0		0
15.4252		128.892
18.2005		208.52
14.829		199.559
23.368		197.065
5.05596		182.299
0		192.769
358.373		176.451
350.86		180.201
350.564		180.145
353.705		183.61
357.89		182.94
0		182.747
338.619		183.838
341.785		174.686
324.206		188.977
328.461		174.111
329.751		178.816
344.741		180.989
351.114		180.704
332.813		181.016
332.487		187.483
323.775		179.341
331.852		177.77
336.229		177.943
357.304		180.657
345.974		183.038
326.077		184.939
348.895		179.811
341.998		181.121
357.704		189.509
343.603		180.591
354.799		182.688
0		196.216
12.6149		191.2
9.11189		197.686
13.5317		193.271
6.90194		196.426
22.9001		201.432
5.81537		188.693
6.53458		182.109
0		191.068
0		187.221
0		192.942
7.64769		191.566
16.7591		187.693
0		178.85
0		187.447
358.217		174.233
358.972		180.004
358.546		183.92
357.53		178.41
354.034		182.458
348.733		181.69
356.947		183.589
343.615		177.368
311.069		166.625
317.409		164.365
334.793		181.83
321.111		175.193
316.301		164.68
330.46		186.93
328.89		163.897
327.836		181.495
331.376		177.059
349.903		180.315
349.025		178.969
346.754		179.619
340.176		185.766
356.579		184.633
337.865		182.349
339.978		172.942
352.153		185.503
10.4081		199.128
0		211.07
7.13913		228.384
319.268		212.275
336.328		197.259
7.22315		232.95
61.5408		197.718
13.0836		176.899
16.4443		183.146
11.1885		193.695
16.6266		193.709
41.4961		193.928
12.3047		204.625
37.7419		223.92
15.5831		187.865
10.9708		186.018
14.8367		194.678
22.7861		202.928
10.7397		190.52
17.8537		196.503
20.7163		187.776
21.1406		208.3
24.0198		202.91
22.4309		192.609
9.2914		194.604
5.94313		181.072
0		191.625
0		179.674
356.578		181.868
0		186.784
4.8416		182.954
0		185.083
0		183.626
0		184.451
0		184.471
0		180.341
356.404		189.422
0		181.504
4.58856		182.755
0		186.562
0		182.32
0		184.375
0		186.741
0		186.707
0		184.534
0		179.703
0		183.026
7.94275		187.047
0		187.561
0		179.831
0		188.545
0		179.579
0		191.724
0		182.604
0		181.267
0		187.395
0		189.686
0		186.464
7.79436		195.131
0		185.912
0		189.134
11.8911		190.796
7.11494		190.706
9.78828		189.311
13.86		191.902
21.5928		193.204
0		187.517
0		185.23
0		185.998
10.5122		191.731
0		186.506
0		174.186
0		188.017
0		187.489
13.4593		181.957
6.07924		191.628
8.72525		193.731
13.9843		200.783
0		181.29
18.0026		177.996
8.38435		194.086
9.72039		188.643
0		185.35
11.0941		188.13
0		190.413
0		182.346
8.72023		185.118
0		177.106
358.686		188.268
0		182.038
5.59471		193.599
0		183.214
0		188.818
0		188.516
0		185.048
5.50593		183.433
0		193.703
0		189.183
0		184.719
7.69057		185.366
0		184.867
351.924		180.192
342.114		180.091
281.502		123.075
