0		0
0		0
37.3501		128.892
33.1428		205.074
35.9547		213.101
34.4739		210.28
28.8976		191.853
47.9603		190.037
11.9592		187.503
0		181.771
0		192.039
356.202		188.198
0		190.56
15.3006		189.862
14.9819		190.957
15.7022		186.906
344.813		185.281
323.026		175.195
335.22		180.176
352.713		186.23
298.009		182.23
342.825		185.952
315.388		190.449
329.381		186.54
337.392		180.064
350.241		187.963
0		185.623
341.338		186.196
338.137		195.052
348.895		181.893
341.998		193.669
31.7652		198.138
0		183.745
6.60452		193.309
27.2056		207.208
53.3879		201.796
21.2815		203.7
54.3935		193.271
40.7631		193.591
17.9258		193.665
32.1378		202.537
27.6809		183.887
20.1759		196.111
41.8541		191.914
38.1506		192.942
34.6147		194.167
26.8944		213.84
49.9472		196.157
52.1958		203.322
52.9509		190.86
14.1138		196.755
11.8503		181.204
17.0046		182.842
0		185.267
0		183.411
0		188.187
358.356		186.007
12.8728		187.126
0		175.777
0		184.582
0		185.099
0		184.527
0		184.594
4.00875		184.911
0		191.034
0		181.826
0		181.814
11.0607		185.415
13.9017		196.015
0		188.599
0		189.846
26.5399		185.48
353.342		189.232
11.708		191.435
31.1417		209.404
56.1956		246.279
121.076		233.443
25.3975		225.409
0		220.148
23.8482		236.576
66.2436		212.367
53.5584		186.094
12.7849		193.957
28.4295		202.706
32.1881		202.909
35.2944		193.928
16.1141		193.204
42.3958		250.849
26.184		191.978
27.6609		191.726
40.5039		197.789
22.7861		210.055
28.9479		196.414
34.6771		206.331
6.67329		209.337
38.4294		220.067
61.4217		206.081
39.2754		198.189
38.4157		197.8
38.4371		206.96
8.71573		192.929
7.56975		183.769
6.8864		189.892
9.27225		190.626
23.6936		195.444
0		193.813
10.807		182.865
8.93328		194.406
10.9216		186.997
8.62701		180.341
22.9518		196.064
5.44749		181.98
9.48371		185.243
34.7407		189.817
8.25657		186.051
5.94151		186.155
0		190.507
0		187.746
0		188.532
33.9608		190.307
0		188.138
7.94275		187.047
40.1826		193.494
6.42116		182.23
9.6336		191.093
16.1937		182.27
15.5632		193.318
6.8322		184.819
22.5425		182.04
6.31018		188.688
15.3182		182.335
6.42563		189.928
7.79436		198.084
36.5956		189.308
26.4673		192.561
11.8911		193.537
44.1353		203.025
17.0934		191.566
23.4837		197.5
26.7117		187.137
7.53136		200.278
31.0472		183.264
27.1096		209.265
42.1294		206.275
43.9766		195.951
7.81815		178.304
31.951		209.881
52.6741		194.71
27.5983		197.124
19.1375		195.686
44.1245		207.116
56.877		207.198
43.7701		190.977
13.7762		186.352
26.8987		204.796
38.0308		195.506
23.8362		187.307
29.869		194.492
30.8517		195.961
22.8588		187.151
37.0887		193.408
29.0433		181.775
