0		0
0		0
105.281		169.394
151.638		278.363
174.677		276.967
150.883		310.602
152.59		296.958
91.083		274.561
122.984		258.39
127.988		280.089
121.986		293.047
117.786		265.905
117.645		274.263
104.917		297.49
118.043		283.034
91.3761		223.392
85.3506		262.951
119.881		241.855
101.294		256.194
99.4533		246.747
98.187		256.727
111.48		271.451
79.1745		247.237
113.642		239.127
108.299		243.015
116.624		244.165
118.036		278.742
137.468		249.484
137.625		247.813
116.902		268.546
122.985		277.237
125.718		267.98
101.178		240.445
150.789		241.632
140.189		245.554
143.313		251.648
161.064		264.418
153.84		258.351
147.87		245.342
145.709		255.62
152.479		261.407
153.947		247.459
149.427		256.647
164.552		253.933
147.261		256.581
144.582		247.532
166.39		285.34
120.125		254.107
144.866		288.951
110.637		287.198
147.776		270.701
110.397		296.042
152.261		304.684
105.087		281.849
93.7707		260.462
125.716		270.86
54.3783		258.102
87.3784		278.533
48.6434		225.331
92.3964		269.264
90.2197		257.507
57.2732		228.993
121.603		272.59
66.0576		245.273
121.743		260.036
51.5379		252.734
100.816		251.493
101.172		281.654
82.8486		256.29
116.021		228.9
144.527		240.049
86.2723		217.438
81.8135		205.252
98.2575		235.749
147.474		278.778
172.07		267.911
163.827		262.92
163.112		278.034
161.94		220.148
23.8482		273.141
149.112		252.283
143.291		241.643
141.901		250.236
147.343		287.974
151.098		315.684
155.804		234.776
143.679		267.818
175.733		296.058
151.843		276.737
151.488		252.839
146.49		272.211
159.51		261.171
158.916		275.558
160.962		283.955
158.145		274.267
161.454		286.788
169.856		299.384
155.829		252.839
153.731		276.329
120.391		303.018
132.933		247.307
122.301		228.242
128.493		255
153.768		228.087
122.913		277.09
137.728		236.147
122.688		244.243
132.721		277.958
113.752		279.498
137.537		272.178
123.705		288.967
129.103		305.348
165.866		262.751
116.364		275.003
127.796		276.124
143.061		257.555
113.952		243.075
112.672		262.065
122.412		286.735
153.278		247.467
107.909		238.491
117.762		260.027
158.209		250.655
99.1082		303.336
164.703		266.775
119.429		242.463
114.524		239.898
128.269		256.487
121.792		258.909
103.157		268.875
132.321		245.291
121.01		230.206
120.249		246.844
122.274		249.078
144.252		274.637
135.918		241.182
156.465		254.272
142.71		252.124
157.001		280.435
147.927		274.732
126.811		269.427
138.451		242.718
153.425		230.85
102.065		322.033
137.272		242.909
140.676		239.178
132.795		319.242
160.566		304.767
142.179		288.038
150.191		263.117
142.943		249.902
150.832		271.584
134.194		246.327
132.433		286.724
162.762		286.594
124.051		253.568
152.292		270.479
137.699		282.767
131.998		267.943
132.012		251.947
120.159		269.316
127.298		266.412
126.268		291.597
142.83		255.518
116.961		274.259
146.354		297.164
117.756		296.389
128.861		250.131
