0		0
0		0
12.5054		124.662
22.725		195.684
5.53033		196.687
7.90225		192.098
7.51506		188.986
0		183.805
0		177.143
353.839		176.715
342.079		180.869
346.529		183.61
348.708		179.319
356.238		181.149
348.294		182.886
336.958		182.001
312.391		183.124
323.026		164.489
323.946		177.967
334.179		176.846
332.695		178.609
338.045		176.487
321.162		182.661
339.999		180.885
331.852		180.064
350.241		177.943
343.492		181.296
349.957		183.621
313.243		184.618
344.696		179.911
353.826		178.514
353.326		190.239
338.493		174.445
354.799		183.475
9.56519		194.305
9.30233		191.2
0		189.413
13.5317		183.582
18.1544		188.795
17.9258		193.665
5.81537		186.633
6.53458		178.613
6.14045		189.066
6.62772		185.373
6.21431		186.099
0		184.441
6.33693		185.693
8.13427		178.85
0		188.676
359.324		173.949
351.275		180.825
356.725		179.192
345.721		172.947
343.216		182.458
357.49		183.411
351.271		184.998
332.64		177.368
323.682		178.675
304.461		169.957
316.362		180.364
308.112		180.427
322.478		142.372
311.533		178.671
316.551		163.897
327.836		187.95
325.716		162.86
349.903		177.118
349.025		181.136
324.172		178.04
340.176		185.183
350.282		184.011
343.274		180.425
323.288		172.942
358.369		180.175
0		190.926
0		200.002
34.4792		213.593
325.126		209.262
340.421		188.55
12.3922		225.353
48.5222		195.866
11.0012		173.909
9.80069		178.422
8.50941		202.706
7.04477		185.925
6.10858		182.839
6.72605		188.314
29.4677		217.92
15.5831		186.33
18.0053		189.435
0		181.977
14.0955		188.221
7.84753		187.959
22.9002		193.57
16.1746		190.067
16.4983		195.235
19.1796		192.546
22.4309		192.609
6.65112		184.24
8.72604		178.458
6.01251		191.625
0		179.115
0		181.868
0		183.972
4.8416		182.522
6.10812		185.332
0		182.21
0		185.84
0		183.039
0		178.061
356.404		188.543
358.835		181.98
0		182.381
0		186.038
0		181.735
0		181.971
0		185.846
0		185.615
353.406		184.832
0		176.283
0		181.997
0		184.372
0		187.561
0		180.478
0		188.202
0		180.453
0		186.623
0		177.821
0		182.04
0		184.939
0		189.686
356.953		185.318
0		192.622
10.8954		182.131
0		188.64
0		181.473
9.38859		197.827
9.78828		184.515
4.74664		184.963
9.69749		190.812
5.22044		185.411
0		179.466
0		185.998
10.5122		186.501
0		185.147
0		173.646
0		185.985
0		185.719
10.0065		181.957
8.34233		193.993
0		186.14
10.3075		191.218
0		181.29
10.2433		178.491
12.3907		196.202
0		190.663
0		180.062
5.94396		185.151
6.12983		194.017
0		181.117
0		179.959
6.5549		178.134
0		191.49
0		181.752
0		181.309
0		182.714
0		186.729
0		183.011
0		186.789
0		180.662
0		183.382
0		188.346
0		182.984
356.768		179.827
0		185.808
355.39		178.399
326.429		170.719
300.749		116.101
